ID,ADDRESS,NEIGHBORHOOD,CITY,SUBREGION,REGION,COUNTRYCODE,Longitude,Latitude,Match Score
512,General Romulo Street,Araneta Center,Cubao,Quezon City,NCR,PHL,121.055453677515,14.623846858859,82.3
513,Flores Avenue,Barangay Piapi,Dumaguete City,Negros Oriental,R-X,PHL,123.3075703,9.3110296,83.7
514,10th Avenue corner 39th Street,Bonifacio Global City,Taguig City,,NCR,PHL,121.05540267241,14.559589905925,99.45
515,General Tinio and Melencio Streets,,Cabanatuan City,,R-III,PHL,120.964387890034,15.487372398191,85.3
516,Metrobank Avenue,"Metropolitan Park, Central Park 1-A, San Rafael",Pasay City,,NCR,PHL,120.990726956089,14.538805686372,84.77
517,South Super Highway,Alabang,Muntinlupa City,,NCR,PHL,121.045713239783,14.420779481903,94.57
518,Metrobank Avenue,"Metropolitan Park, Central Business Park 1-A, San Rafael",Pasay City,,NCR,PHL,120.990726956089,14.538805686372,82.6
519,Matinao,,Polomolok,South Cotabato,R-XII,PHL,125.09694,6.16278,95.15
520,Barangay Carolina,,Naga City,,R-V,PHL,123.289250770552,13.664190578447,86.09
521,Felix Plazo St.,Sabang,Naga City,Province of Camarines Sur,R-V,PHL,123.179828240309,13.620535385219,92.6
522,Camagong and Talisay,Nasipit,Agusan del Norte,,R-XIII,PHL,125.3376206,8.9267926,86.36
523,Cantao-an,,Naga,Cebu,R-VII,PHL,123.7604266,10.2522157,91.38
524,A.S Fortuna Street corner V. Albano Street,Barangay Bakilid,Mandaue City,,R-VII,PHL,0.0,0.0,0
525,Barangay Paraiso,,Sagay City,Negros Occidental,R-VI,PHL,123.4154178,10.8926817,83.26
526,E. Rodriguez  Jr. Avenue cor Calle Industria,,Bagumbayan,Quezon City,NCR,PHL,121.079023965206,14.605485393948,99.84
527,Barangay San Antonio,,Biñan City,Laguna,R-IV,PHL,121.08855,14.33608,90.33
528,9th Avenue corner  31st Street,"Bonifacio Global City, Fort Bonifacio",Taguig City,,NCR,PHL,121.04451244698,14.554538740011,83.82
529,A.S. Fortuna Street corner Sacris Road,Bakilid,Mandaue City,,R-VII,PHL,123.930006541279,10.337810390786,96.33
530,Lapasan Highway,,Cagayan de Oro City,,R-X,PHL,124.613355,8.4396177,80
531,Km. 48,"Mc Arthur Highway, Barrios of Iba Este, San Marcos and Palimbang",Calumpit,Bulacan,R-III,PHL,120.7669999,14.8899036,80
532,32nd Street corner Rizal Drive,Bonifacio Global City,Taguig City,,NCR,PHL,121.046813233312,14.554759792311,99.45
533,Macasandig,,Cagayan de Oro City,,R-X,PHL,124.6432928,8.4452148,97.14
534,95 A. Bonifacio Street,,Baguio City,,CAR,PHL,120.599311006607,16.415375591789,86.02
535,Villamor Airbase,,Pasay City,,NCR,PHL,121.0226,14.5181,99
536,Nonoc Island,,Surigao del Norte,,R-XIII,PHL,125.62528,9.85056,90.32
537,Barangays Santo Rosario and San Roque,,Magalang,Pampanga,R-III,PHL,120.618592612733,15.147682002349,94.49
538,Benigno Aquino Avenue,,Barangay San Rafael,Iloilo City,R-VI,PHL,122.5499271,10.7064294,75.41
539,F. Ortigas Jr. corner Garnet Road,"Ortigas Center, Brgy. San Antonio",Pasig City,,NCR,PHL,121.061960589635,14.588407685323,95.76
540,Batangas Dos,,Mariveles,Bataan,R-III,PHL,120.6016937,14.4877322,86.83
541,Polambato,,Bogo,Cebu,R-VII,PHL,123.9918,11.0664,92.38
542,San Fernando City,,La Union,,R-I,PHL,120.3628619,16.6029147,96.67
543,73 Ortigas Ave. Ext.,Barangay Sta. Lucia,Pasig City,,NCR,PHL,121.0856024,14.6156836,80
544,Don Serging Avenue,North Reclamation Area,Cebu City,Cebu,R-VII,PHL,123.9164079,10.3117799,75
545,Barangay Rosario and San Jose,,Mauban,Quezon,R-IV,PHL,121.7133191,14.1095932,80
546,Malobago and Pagcolbon,,Rapu-Rapu,Albay,R-V,PHL,124.2110429,13.1729938,85.14
547,99 E. Rodriguez Jr.,Barrio Ugong,Pasig City,,NCR,PHL,121.0929237,14.5483004,80
548,Nuvali Development Complex,Barangay Canlubang,Calamba City,Laguna,R-IV,PHL,121.077643,14.1941922,80
549,A. Bonifacio Ave.,Barangka,Marikina City,,NCR,PHL,121.080408550905,14.63230785863,100
550,A. Bonifacio Ave.,Barangka,Marikina City,,NCR,PHL,121.080408550905,14.63230785863,100
551,Simlong,,Batangas City,Batangas,R-IV,PHL,121.0558016,13.6680266,96
552,Rosario Crescent corner Florentino Street,,Limketkai Center,Cagayan de Oro City,R-X,PHL,124.653680641995,8.483001732023,81
553,Aurora Boulevard corner Doña Hemady Street,,Quezon City,,NCR,PHL,121.036914624757,14.615139418568,99.9
554,Lacson Street,Mandalagan,Bacolod City,,R-VI,PHL,122.962175694921,10.699033383214,97.08
555,Ledesma Street,,Iloilo City,,R-VI,PHL,122.5732728,10.6931315,75.38
556,Olongapo-Gapan Road,Brgy. San Jose,San Fernando City,Pampanga,R-III,PHL,120.687565003313,15.043944052082,83.8
557,San Isidro and Libertad,Kaputian,Samal City,Davao Del Norte,R-XI,PHL,125.7483113,6.953916,83.4
558,Barangay Lantic,,Carmona,Cavite,R-IV,PHL,121.049348908419,14.298315628369,80.63
559,Municipality of Alabel,,Province of Sarangani,,R-XII,PHL,125.29048,6.10179,84.65
560,Zone 6,Panipuan,San Fernando City,Pampanga,R-III,PHL,120.6285774,15.1205916,91
561,along Barangay Biñan,,Biñan City,,R-IV,PHL,0.0,0.0,0
562,Nono Limbaga Drive,,Tanjay City,Negros Oriental,R-VII,PHL,123.157822244408,9.51355551114,91.41
563,Milagros,Esperanza,Agusan del Sur,,R-XIII,PHL,125.5386987,8.6148478,94.12
564,Silver City KPO Campus,"Frontera Drive, Frontera Verde, C-5 cor. Ortigas Ave., Brgy. Ugong",Pasig City,,NCR,PHL,121.0929237,14.5483004,80
565,Frontera Verde,"C-5 cor. Ortigas Avenue, Barangay Ugong",Pasig City,,NCR,PHL,121.0929237,14.5483004,80
566,Reclamation Area,,Bacolod City,,R-VI,PHL,122.9773921,10.6391813,75.17
567,Gen. Aguinaldo cor. Tirona Hway,Brgy. Habay II,Bacoor City,,R-IV,PHL,120.952870957997,14.445341736751,93.66
568,Barangay Tejero,,Rosario,Cavite,R-IV,PHL,120.860649166542,14.402946558428,79.34
569,Block 9,"SM Central Business Park, Bay City",Pasay City,,NCR,PHL,120.9944465,14.5436072,75.65
570,SM Central Business Park,Bay City,Pasay City,,NCR,PHL,120.9944465,14.5436072,75
571,Cebu South Road Properties Complex,,Cebu City,,R-VII,PHL,123.878665499061,10.28142555916,87.5
572,Doña Remedios,Trinidad Highway,Baliwag,Bulacan,R-III,PHL,120.9010222,14.9541961,75
573,Benigno Aquino Ave.,,Iloilo City,,R-VI,PHL,0.0,0.0,0
574,Pueblo de Oro,,Upper Carmen,Cagayan de Oro City,R-X,PHL,124.63611,8.47833,82
575,EDSA corner North Avenue,,Quezon City,,NCR,PHL,121.02949982557,14.655825595677,100
576,Quirino Highway,,Barangay San Bartolome,Quezon City,NCR,PHL,121.03817481595,14.705672976589,94.04
577,Papaya,,Nasugbu,Batangas,R-IV,PHL,120.6190021,14.1894965,95
578,South Forbes Golf City,Barangay Inhican,Silang,Cavite,R-IV,PHL,120.9737959,14.2259538,79.62
579,Alabang Zapote Road,Barangay Almanza Uno,Las Piñas City,,NCR,PHL,121.019802132106,14.428298875668,94.4
580,Indo-China Drive,"Filinvest Northgate Business District, Alabang",Muntinlupa City,,NCR,PHL,121.044048,14.4178119,80
581,Araneta Street,Singcang,Bacolod City,,R-VI,PHL,122.939177554047,10.65515292236,88.65
582,Shaw Boulevard cor. EDSA,,Mandaluyong City,,NCR,PHL,121.053457316502,14.581227579425,100
583,Culis and Sumalo,,Hermosa,Bataan,R-III,PHL,120.4799042,14.8278861,84.52
584,Cardinal Rosales Avenue,,Barangay Luz,Cebu City,R-VII,PHL,123.905330154947,10.315075253826,87.38
585,Poblacion and Subangdaku,,Mandaue City,,R-VII,PHL,123.94433,10.32812,81.62
586,Brgy. Tibag,,Tarlac City,,R-III,PHL,120.56365,15.49129,86.09
587,Brgy. San Isidro,,Tarlac City,,R-III,PHL,120.5749994,15.5204928,88.15
588,San Miguel,,Tarlac,,R-III,PHL,120.6118002,15.4616333,91.58
589,Barangays Pallocon Silangan and Gulod Labac,,Batangas City,,R-IV,PHL,121.0817396,13.7559196,79.21
590,961 Juan Luna Street,"Barangay 7, Tondo",Manila,,NCR,PHL,120.969708608915,14.606866438224,98.29
591,8757 Paseo de Roxas corner Sedeño Street,Salcedo Village,Makati City,,NCR,PHL,121.022770163148,14.557399588897,95.53
592,No. 107 Leviste Street,Salcedo Village,Makati City,,NCR,PHL,121.021713037192,14.559349533989,80.84
593,A.S. Fortuna corner P. Remedio St.,Banilad,Mandaue City,,R-VII,PHL,123.919721024074,10.341321486207,94.24
594,Barangay Mabacong,,Batangas City,,R-IV,PHL,121.0503601,13.6542424,85.81
595,Doña Rosario,Tubay,Agusan del Norte,,R-XIII,PHL,125.5613701,9.1696769,94.29
596,along National Highway,Barangay Poblacion,Tupi,South Cotabato,R-XII,PHL,124.9763877,6.354308,80
597,C.P. Garcia,,Quezon City,,NCR,PHL,121.064335821443,14.676467644287,98.12
598,University of the Philippines,,Los Baños,Laguna,R-IV,PHL,121.243306937821,14.167326606359,94.27
599,University of the Philippines,,Los Baños,Laguna,R-IV,PHL,121.243306937821,14.167326606359,94.27
600,Alabang-Zapote Road corner C.V. Starr Avenue,"Philamlife Village, Pamplona 2",Las Piñas City,,NCR,PHL,120.979035739311,14.450979383872,93.79
601,C-5 Road and Levi Mariano Avenue,Barangay Ususan,Taguig City,,NCR,PHL,121.057576020999,14.53064706687,96.07
602,G. Araneta Avneue cor. Ma. Clara Street,,Quezon City,,NCR,PHL,121.011228701571,14.630572304423,99.95
603,Aeropark Office Campus,GGLC,Clark Freeport Zone,Pampanga,R-III,PHL,0.0,0.0,0
